task_id,text,code,AI_code
819,Write a function to count the frequency of consecutive duplicate elements in a given list of numbers.,"def count_duplic(lists):
    element = []
    frequency = []
    if not lists:
        return element
    running_count = 1
    for i in range(len(lists)-1):
        if lists[i] == lists[i+1]:
            running_count += 1
        else:
            frequency.append(running_count)
            element.append(lists[i])
            running_count = 1
    frequency.append(running_count)
    element.append(lists[i+1])
    return element,frequency
","```python
def count_consecutive_duplicates(lst):
    if len(lst) == 0:
        return {}
    
    freq_dict = {}
    current_num = lst[0]
    current_count = 1
    
    for num in lst[1:]:
        if num == current_num:
            current_count += 1
        else:
            freq_dict[current_num] = max(freq_dict.get(current_num, 0), current_count)
            current_num = num
            current_count = 1
            
    freq_dict[current_num] = max(freq_dict.get(current_num, 0), current_count)
    
    return freq_dict
```"
820,Write a function to check whether the given month number contains 28 days or not.,"def check_monthnum_number(monthnum1):
  if monthnum1 == 2:
    return True
  else:
    return False","```python
def check_days_in_month(month_number):
    if 1 <= month_number <= 12:
        days = [31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31]
        return days[month_number - 1] == 28
    else:
        raise ValueError(""Invalid month number. Month must be between 1 and 12."")
```"
821,Write a function to merge two dictionaries into a single expression.,"import collections as ct
def merge_dictionaries(dict1,dict2):
    merged_dict = dict(ct.ChainMap({}, dict1, dict2))
    return merged_dict","```python
def merge_dictionaries(dict1, dict2):
    return {**dict1, **dict2}
```"
822,Write a function to return true if the password is valid.,"import re
def pass_validity(p):
 x = True
 while x:  
    if (len(p)<6 or len(p)>12):
        break
    elif not re.search(""[a-z]"",p):
        break
    elif not re.search(""[0-9]"",p):
        break
    elif not re.search(""[A-Z]"",p):
        break
    elif not re.search(""[$#@]"",p):
        break
    elif re.search(""\s"",p):
        break
    else:
        return True
        x=False
        break

 if x:
    return False","```python
def validate_password(password):
    has_upper = False
    has_lower = False
    has_digit = False
    
    if len(password) < 8:
        return False
        
    for char in password:
        if not has_upper and char.isupper():
            has_upper = True
        elif not has_lower and char.islower():
            has_lower = True
        elif not has_digit and char.isdigit():
            has_digit = True
            
    return has_upper and has_lower and has_digit
```"
823,Write a function to check if the given string starts with a substring using regex.,"import re 
def check_substring(string, sample) : 
  if (sample in string): 
      y = ""\A"" + sample 
      x = re.search(y, string) 
      if x : 
          return (""string starts with the given substring"") 
      else : 
          return (""string doesnt start with the given substring"") 
  else : 
      return (""entered string isnt a substring"")","```python
import re

def check_start_with_regex(input_str, substring):
    pattern = '^' + re.escape(substring)
    return bool(re.match(pattern, input_str))
```"
824,Write a python function to remove even numbers from a given list.,"def remove_even(l):
    for i in l:
        if i % 2 == 0:
            l.remove(i)
    return l","```python
def remove_even_numbers(num_list):
    return [num for num in num_list if num % 2 != 0]
```"
825,Write a python function to access multiple elements of specified index from a given list.,"def access_elements(nums, list_index):
    result = [nums[i] for i in list_index]
    return result","```python
def access_multiple_elements(input_list, *indices):
    """"""
    Access multiple elements of specified index from a given list.

    Args:
        input_list (list): The list to retrieve elements from.
        indices: Variable number of indices to access.

    Returns:
        tuple: A tuple containing the accessed elements in the order of their respective indices.
    """"""
    return tuple(input_list[i] for i in indices)
```"
826,Write a python function to find the type of triangle from the given sides.,"def check_Type_Of_Triangle(a,b,c): 
    sqa = pow(a,2) 
    sqb = pow(b,2) 
    sqc = pow(c,2) 
    if (sqa == sqa + sqb or sqb == sqa + sqc or sqc == sqa + sqb): 
        return (""Right-angled Triangle"") 
    elif (sqa > sqc + sqb or sqb > sqa + sqc or sqc > sqa + sqb): 
        return (""Obtuse-angled Triangle"") 
    else: 
        return (""Acute-angled Triangle"") ","```python
def find_triangle_type(a, b, c):
    if a + b > c and a + c > b and b + c > a:
        sides = sorted([a, b, c])
        if sides[0] ** 2 + sides[1] ** 2 == sides[2] ** 2:
            return 'Right Triangle'
        elif sides[0] == sides[1] == sides[2]:
            return 'Equilateral Triangle'
        elif sides[0] == sides[1] or sides[1] == sides[2] or sides[0] == sides[2]:
            return 'Isosceles Triangle'
        else:
            return 'Scalene Triangle'
    else:
        return 'Not a Triangle'
```"
827,Write a function to sum a specific column of a list in a given list of lists.,"def sum_column(list1, C):
    result = sum(row[C] for row in list1)
    return result","```python
def sum_column(lists, column_index):
    return sum(row[column_index] for row in lists if len(row) > column_index)
```"
828,"Write a function to count alphabets,digits and special charactes in a given string.","def count_alpha_dig_spl(string):
  alphabets=digits = special = 0
  for i in range(len(string)):
    if(string[i].isalpha()):
        alphabets = alphabets + 1
    elif(string[i].isdigit()):
        digits = digits + 1
    else:
        special = special + 1
  return (alphabets,digits,special)   ","```python
def count_characters(input_string):
    alphabet_count = sum(1 for char in input_string if char.isalpha())
    digit_count = sum(1 for char in input_string if char.isdigit())
    special_char_count = sum(1 for char in input_string if not char.isalnum() and not char.isspace())
    return alphabet_count, digit_count, special_char_count
```"
829,Write a function to find out the second most repeated (or frequent) string in the given sequence.,"from collections import Counter 
	
def second_frequent(input): 
	dict = Counter(input) 
	value = sorted(dict.values(), reverse=True)  
	second_large = value[1] 
	for (key, val) in dict.items(): 
		if val == second_large: 
			return (key) ","```python
def second_most_repeated(strings):
    frequency = {}
    for string in strings:
        if string in frequency:
            frequency[string] += 1
        else:
            frequency[string] = 1
    sorted_frequency = sorted(frequency.items(), key=lambda x: x[1], reverse=True)
    if len(sorted_frequency) < 2:
        return None
    second_most_frequent_string, _ = sorted_frequency[1]
    return second_most_frequent_string
```"
830,Write a function to round up a number to specific digits.,"import math
def round_up(a, digits):
    n = 10**-digits
    return round(math.ceil(a / n) * n, digits)","```python
import math

def round_up(num, digits):
    multiplier = 10 ** digits
    return math.ceil(num * multiplier) / multiplier
```"
831,Write a python function to count equal element pairs from the given array.,"def count_Pairs(arr,n): 
    cnt = 0; 
    for i in range(n): 
        for j in range(i + 1,n): 
            if (arr[i] == arr[j]): 
                cnt += 1; 
    return cnt; ","```python
def count_equal_pairs(arr):
    freq = {}
    for num in arr:
        if num in freq:
            freq[num] += 1
        else:
            freq[num] = 1
    pairs_count = sum([freq[num] // 2 for num in freq])
    return pairs_count
```"
832,Write a function to extract the maximum numeric value from a string by using regex.,"import re 
def extract_max(input): 
	numbers = re.findall('\d+',input) 
	numbers = map(int,numbers) 
	return max(numbers)","```python
import re

def extract_max_numeric_value(input_string):
    numeric_values = [int(value) for value in re.findall(r'\d+', input_string)]
    if numeric_values:
        return max(numeric_values)
    else:
        return None
```"
833,Write a function to get dictionary keys as a list.,"def get_key(dict): 
    list = [] 
    for key in dict.keys(): 
        list.append(key)           
    return list","```python
def get_dict_keys_as_list(input_dict):
    return list(input_dict.keys())
```"
834,Write a function to generate a square matrix filled with elements from 1 to n raised to the power of 2 in spiral order.,"def generate_matrix(n):
        if n<=0:
            return [] 
        matrix=[row[:] for row in [[0]*n]*n]        
        row_st=0
        row_ed=n-1        
        col_st=0
        col_ed=n-1
        current=1        
        while (True):
            if current>n*n:
                break
            for c in range (col_st, col_ed+1):
                matrix[row_st][c]=current
                current+=1
            row_st+=1
            for r in range (row_st, row_ed+1):
                matrix[r][col_ed]=current
                current+=1
            col_ed-=1
            for c in range (col_ed, col_st-1, -1):
                matrix[row_ed][c]=current
                current+=1
            row_ed-=1
            for r in range (row_ed, row_st-1, -1):
                matrix[r][col_st]=current
                current+=1
            col_st+=1
        return matrix","```python
def generate_square_matrix(n):
    matrix = [[0]*n for _ in range(n)]
    directions = [(0, 1), (1, 0), (0, -1), (-1, 0)]
    direction_index = 0
    row, col = 0, 0

    for i in range(1, n*n+1):
        matrix[row][col] = i ** 2
        dr, dc = directions[direction_index]
        nr, nc = row + dr, col + dc
        if 0 <= nr < n and 0 <= nc < n and matrix[nr][nc] == 0:
            row, col = nr, nc
        else:
            direction_index = (direction_index + 1) % 4
            dr, dc = directions[direction_index]
            row, col = row + dr, col + dc

    return matrix
```"
835,Write a python function to find the slope of a line.,"def slope(x1,y1,x2,y2): 
    return (float)(y2-y1)/(x2-x1)  ","```python
def find_slope(x1, y1, x2, y2):
    if x2 - x1 == 0:
        return float('inf')
    slope = (y2 - y1) / (x2 - x1)
    return slope
```"
